GPS_TIME (ms),LONG (deg),LAT (deg),ELEV (m),SPEED (m/s),SYSTEM_TIME (ms),ACCEL_Y (m/s^2),ACCEL_X (m/s^2),ACCEL_Z (m/s^2),PITCH_RATE (rad/s),ROLL_RATE (rad/s),YAW_RATE (rad/s),PITCH (rad),ROLL (rad),MATH_GRID_X,MATH_GRID_Y,MATH_GRID_Z,MATH_GRID_X_DELTA,MATH_GRID_Y_DELTA,MATH_GRID_X_SPEED,MATH_GRID_Y_SPEED,MATH_GRID_X_ACCEL,MATH_GRID_Y_ACCEL,MATH_DISTANCE_FROM_PREV,MATH_ELAPSED_DISTANCE,MATH_CALC_SPEED,MATH_GNSS_SPEED_LAG,MATH_RADIUS,MATH_RADIUS_DIFFERENTIAL
69029200,-81.85583255,41.39850413,241.5,18.19075554,1747595429172,-3.806147099,-4.434442997,10.68427467,0.06689140201,0.3984252214,1.509736896,-0.6073997204,-0.3556821906,678006.9563,-4737884.821,240.7,153.7151083,-132.2011323,-9.074905468,15.6748003,-8.045811115,-2.745205127,1.811224099,971.4711917,18.11224099,-0.07851455326,-49.60141986,-0.01222659974
69029300,-81.85584433,41.39851792,241.4,18.26792221,1747595429268,-6.811682701,-3.747245789,11.00385189,0.2321103364,0.1473682225,0.9785616994,-0.5899403317,-0.3713088934,678005.9572,-4737883.276,240.6,152.7160068,-130.6566326,-9.991014949,15.44499713,-7.636954944,-3.116806548,1.839479046,973.3106707,18.39479046,0.1268682533,-52.69912791,-0.03097708053
69029400,-81.8558569,41.39853135,241.4,18.30393332,1747595429379,-2.122889996,-3.904570103,8.439189911,-0.09215984493,-0.02156483941,0.07685687393,-0.5867592027,-0.4023352208,678004.8665,-4737881.755,240.6,151.6252944,-129.1351132,-10.90712443,15.21519396,-7.554859237,-3.310722455,1.872077697,975.1827484,18.72077697,0.4168436542,-54.90483554,-0.02205707628
69029500,-81.85587193,41.39854489,241.4,18.71806109,1747595429475,-4.35681653,-5.223645687,8.553011894,-0.02241859585,-0.09597199317,0.2888612859,-0.5866380497,-0.4065256872,678003.6996,-4737880.264,240.6,150.4584017,-127.6443578,-11.66892716,14.90755423,-7.498930541,-3.448943848,1.89314298,977.0758914,18.9314298,0.2133687009,-56.46481979,-0.0155998425
69029600,-81.85588695,41.39855843,241.4,19.13218887,1747595429570,-6.590743065,-6.542721272,8.666833878,0.04732265323,-0.1703791469,0.5008656979,-0.5865168966,-0.4107161536,678002.4565,-4737878.803,240.6,149.2153287,-126.1832544,-12.43072988,14.611034,-7.497394514,-3.662791754,1.91834658,978.994238,19.1834658,0.0512769263,-57.659541,-0.01194721209
69029700,-81.8559025,41.39857117,241.4,19.33282221,1747595429686,-0.03949642181,-8.295168877,8.694943428,0.6285122037,0.9094632864,2.056828022,-0.5867660264,-0.3915088557,678001.1367,-4737877.371,240.6,147.8955194,-124.7510617,-13.19809321,14.32192678,-7.555736318,-3.804072633,1.947581195,980.9418192,19.47581195,0.1429897437,-59.13417293,-0.01474631931
69029800,-81.85591885,41.39858362,241.4,19.60547776,1747595429795,-10.4454546,-7.802735329,11.7891264,-0.1671183407,-0.1781061441,-0.7139335871,-0.5962709509,-0.4307521973,677999.7601,-4737875.985,240.6,146.5188529,-123.3648297,-13.76666496,13.86232044,-7.763481861,-3.974312454,1.953676001,982.8954952,19.53676001,-0.06871774596,-58.26654653,0.008676264015
69029900,-81.85593602,41.39859575,241.3,19.82154443,1747595429881,-7.107069016,-5.180408001,13.09939575,0.4532587826,0.7633838654,-0.4386202395,-0.5801520511,-0.4197860687,677998.3265,-4737874.644,240.5,145.0853292,-122.0245583,-14.3352367,13.40271409,-7.755556322,-4.155663309,1.962477404,984.8579726,19.62477404,-0.1967703856,-58.65067451,-0.003841279763
69030000,-81.85595445,41.39860723,241.3,20.02217776,1747595429977,-9.336256027,-6.615709543,12.5981884,0.2904237434,0.3238397539,0.2920622677,-0.5860524193,-0.4314406624,677996.8224,-4737873.347,240.5,143.5811859,-120.7276529,-15.04143339,12.96905327,-7.656264364,-4.425199621,1.98605403,986.8440266,19.8605403,-0.1616374619,-59.99038914,-0.01339714636
69030100,-81.85597288,41.3986187,241.3,20.22281109,1747595430072,-11.56544304,-8.051011086,12.09698105,0.1275887042,-0.1157043576,1.022744775,-0.5919527874,-0.4430952562,677995.2462,-4737872.099,240.5,142.0050327,-119.4793028,-15.76153159,12.48350141,-7.536972236,-4.643627622,2.010630959,988.8546576,20.10630959,-0.1165015047,-61.77654188,-0.01786152734
69030200,-81.85599267,41.39862948,241.3,20.65494443,1747595430180,-1.713029861,-3.103954792,7.06524992,0.4761325717,0.7958315611,2.098487139,-0.5812870032,-0.4508050166,677993.5972,-4737870.905,240.5,140.3560356,-118.2850676,-16.48997069,11.942352,-7.338951844,-4.910825393,2.03602285,990.8906804,20.3602285,-0.2947159263,-63.69889623,-0.01922354351
69030300,-81.85601333,41.39863975,241.3,20.80413332,1747595430277,-7.94619894,-4.167994022,11.21149158,-0.1183093041,-0.3537187278,-0.02697614953,-0.5799326452,-0.4721078921,677991.8609,-4737869.762,240.5,138.6197371,-117.1417968,-17.36298549,11.43270785,-6.878207008,-5.114773931,2.078894115,992.9695745,20.78894115,-0.0151921681,-68.39957304,-0.04700676811
69030400,-81.85603487,41.39864945,241.3,21.20539998,1747595430398,-3.095849514,-2.867444038,11.22048283,-0.001307022758,-0.2832566202,0.883279264,-0.5656788853,-0.4820229766,677990.0373,-4737868.669,240.5,136.796137,-116.0494904,-18.23600029,10.92306374,-6.273457258,-5.23568661,2.125711712,995.0952862,21.25711712,0.05171713449,-74.79295806,-0.06393385027
69030500,-81.85605853,41.39865863,241.25,21.52435554,1747595430482,-2.961337924,-4.198271751,10.35390711,0.05506920209,-0.1357544418,0.3282896131,-0.560229254,-0.4789509146,677988.1481,-4737867.629,240.45,134.9069219,-115.0094457,-18.89215155,10.40044681,-5.924388036,-5.264251771,2.156577576,997.2518638,21.56577576,0.04142021996,-79.61293293,-0.04819974869
69030600,-81.8560822,41.39866782,241.2,21.84331109,1747595430566,-2.826826334,-5.529099464,9.48733139,0.1114454269,0.01174773648,-0.2267000377,-0.5547796227,-0.4758788526,677986.1991,-4737866.637,240.4,132.9579302,-114.0168443,-19.48991646,9.926014487,-5.17060719,-5.164979521,2.187195938,999.4390598,21.87195938,0.02864829029,-88.11365992,-0.0850072699
69030700,-81.85610592,41.39867625,241.2,22.05423331,1747595430698,1.80383575,-5.549651623,10.34693527,-0.06934925914,-0.1724196672,1.111007571,-0.5502579478,-0.456450816,677984.1982,-4737865.694,240.4,130.956947,-113.0742806,-20.00983292,9.425636595,-4.278502012,-4.964120766,2.211868076,1001.650928,22.11868076,0.06444745013,-99.26359342,-0.1114993349
69030800,-81.85613017,41.39868438,241.2,22.35261109,1747595430788,0.2601776719,-2.951416492,8.348751068,-0.001688197255,-0.6341770887,-0.2574302256,-0.5305760476,-0.4530368818,677982.1808,-4737864.79,240.4,128.9395599,-112.1702646,-20.17387073,9.04016031,-3.377539674,-4.622798995,2.210677631,1003.861605,22.10677631,-0.2458347854,-111.7998757,-0.1253628228
69030900,-81.85615482,41.39869183,241.2,22.23171665,1747595430879,3.129190475,-0.9757286012,8.662605286,-0.08679582924,-0.25426092,-0.410157904,-0.5083622907,-0.418366168,677980.147,-4737863.94,240.4,126.905769,-111.3199929,-20.33790854,8.5027174,-2.193934514,-4.177546104,2.204374576,1006.06598,22.04374576,-0.1879708898,-132.4000604,-0.2060018467
69031000,-81.85617947,41.39869928,241.2,22.1108222,1747595430969,5.998203278,0.99995929,8.976459503,-0.1719034612,0.1256552488,-0.5628855824,-0.4861485339,-0.3836954542,677978.1051,-4737863.129,240.4,124.8639153,-110.5093807,-20.4185373,8.106121598,-0.5465851784,-3.605909833,2.196874764,1008.262855,21.96874764,-0.1420745598,-173.9171468,-0.4151708645
69031100,-81.85620412,41.39870605,241.2,21.79701109,1747595431084,8.42122364,-0.8239257336,9.099866867,0.249835223,0.009352959692,-1.168295503,-0.4497709776,-0.3243096996,677976.0738,-4737862.354,240.4,122.8326267,-109.7339803,-20.31288583,7.754003843,0.941744341,-2.929676033,2.174253679,1010.437108,21.74253679,-0.05447429742,-251.8716887,-0.7795454185
69031200,-81.85622832,41.3987127,241.2,21.31343331,1747595431195,11.75780487,4.400186539,9.497859001,0.07920985669,-0.06284020096,-1.422023535,-0.4143817666,-0.2636494592,677974.0801,-4737861.601,240.4,120.8388722,-108.980819,-19.93754507,7.53161367,2.48056738,-2.158931853,2.131269359,1012.568378,21.31269359,-0.0007397294699,-507.5849467,-2.55713258
69031300,-81.85625193,41.39871925,241.1,20.78355554,1747595431305,10.03821945,4.617437363,8.379938126,0.162012428,0.2630330324,-0.4232333004,-0.3578318347,-0.1875624697,677972.1239,-4737860.87,240.3,118.8826518,-108.2498966,-19.56220431,7.309223507,4.115533057,-1.255212802,2.088311724,1014.65669,20.88311724,0.09956170659,2101.405527,26.08990474
69031400,-81.85627433,41.3987257,241.1,20.11734998,1747595431388,8.103451252,4.251776934,8.03642416,0.128786888,0.08358236402,-1.072436824,-0.3337250881,-0.1523074258,677970.1902,-4737860.144,240.3,116.9489518,-107.5237927,-19.33699986,7.261038963,5.401697632,-0.4235942632,2.065532014,1016.722222,20.65532014,0.5379701604,361.8295631,-17.39575964
69031500,-81.85629673,41.39873215,241.1,19.45114443,1747595431470,6.168683052,3.886116505,7.692910194,0.0955613479,-0.09586830437,-1.721640348,-0.3096183414,-0.1170523818,677968.337,-4737859.408,240.3,115.0957415,-106.7882372,-18.53210244,7.355554793,6.423965296,0.4432051739,1.993848057,1018.71607,19.93848057,0.4873361384,181.5640101,-1.802655531
69031600,-81.85632003,41.3987387,241,18.78236665,1747595431585,6.255983353,4.399278641,5.830301285,-0.0662843138,-0.3175406456,-0.0169203449,-0.2598624761,-0.06073941031,677966.5545,-4737858.661,240.2,113.31329,-106.0410063,-17.82451561,7.472309619,7.437798437,1.358392663,1.932740975,1020.648811,19.32740975,0.5450431025,114.674055,-0.6688995503
69031700,-81.85633941,41.39874578,241.05,18.04413887,1747595431676,6.735058308,6.161556959,6.781656265,-0.1578737721,-0.3609446138,-0.3651959086,-0.2215031122,-0.03771305266,677964.8507,-4737857.887,240.25,111.609521,-105.2667178,-17.03769016,7.742884336,8.205498964,2.24505747,1.871457036,1022.520268,18.71457036,0.6704314914,81.40122627,-0.3327282876
69031800,-81.85635878,41.39875285,241.1,17.3059111,1747595431766,7.214133263,7.923835278,7.733011246,-0.2494632304,-0.404348582,-0.7134714723,-0.1831437482,-0.014686695,677963.2516,-4737857.071,240.3,110.0104303,-104.4507312,-15.99090649,8.159865895,8.598258646,2.980020968,1.795250684,1024.315518,17.95250684,0.6465957442,61.87409694,-0.1952712933
69031900,-81.85637647,41.39876052,241.1,16.85319999,1747595431880,8.469741821,7.251385689,8.161532402,-0.08572404087,-0.4049461782,-0.4508260787,-0.124053915,0.04361694379,677961.7722,-4737856.215,240.3,108.5310317,-103.5952704,-14.79398652,8.55460844,8.923460359,3.782959256,1.708927625,1026.024446,17.08927625,0.2360762614,47.33945902,-0.1453463792
69032000,-81.85639259,41.39876884,241.1,16.43907221,1747595431985,8.156358242,8.283076763,8.642838478,-0.06683035381,-0.08727142215,-0.2718581632,-0.07689476701,0.07355724148,677960.3742,-4737855.316,240.3,107.1329568,-102.6958875,-13.98074821,8.993829014,9.050718933,4.356322158,1.66237866,1027.686825,16.6237866,0.1847143875,40.42288473,-0.06916574284
69032100,-81.85640872,41.39877717,241.1,16.02494443,1747595432090,7.842974663,9.314767838,9.124144554,-0.04793666676,0.2304033339,-0.0928902477,-0.02973561899,0.1034975392,677959.0766,-4737854.362,240.3,105.8353899,-101.742575,-12.97566906,9.533125181,8.952322237,4.833817618,1.610119447,1029.296944,16.10119447,0.07625003715,35.21021573,-0.05212669008
69032200,-81.85642322,41.39878622,241.1,15.54136665,1747595432193,0.8219408989,5.714985371,7.293569088,0.02403715067,0.04791514575,0.1820646077,-0.004244485221,0.1204420936,677957.8745,-4737853.354,240.3,104.6333264,-100.7340356,-12.02063535,10.08539409,8.699741033,5.166518354,1.56911073,1030.866055,15.6911073,0.1497406485,32.13441317,-0.03075802555
69032300,-81.85643657,41.39879572,241.1,15.20183332,1747595432313,3.214287996,8.070931435,8.385017395,0.06467829645,0.08385040611,-0.009350524284,0.05779820374,0.1266532678,677956.742,-4737852.305,240.3,103.5007704,-99.68490996,-11.32555987,10.49125616,8.435344228,5.409882549,1.543809451,1032.409864,15.43809451,0.2362611916,30.58099167,-0.01553421497
69032400,-81.85644853,41.39880587,241.1,15.16839443,1747595432394,2.58578229,8.021294117,8.799843788,-0.00553381443,0.01919985749,-0.2090337505,0.08250338254,0.1261894468,677955.6857,-4737851.197,240.3,102.4445337,-98.57703627,-10.562367,11.07873684,8.013499986,5.388508676,1.530692675,1033.940557,15.30692675,0.1385323169,30.62039653,0.0003940485601
69032500,-81.85646048,41.39881602,241.1,15.13495554,1747595432475,1.957276583,7.971656799,9.214670181,-0.07574592531,-0.04545069113,-0.4087169766,0.1072085613,0.1257256259,677954.7065,-4737850.03,240.3,101.4653114,-97.40985855,-9.792223362,11.67177728,7.439184498,5.397887001,1.523542002,1035.464099,15.23542002,0.1004644824,31.48033381,0.008599372759
69032600,-81.85647203,41.39882698,241,15.29443332,1747595432582,1.948341846,6.554075241,9.420751572,-0.0772196129,-0.09834246337,-0.1293576807,0.1344393696,0.1273381787,677953.7851,-4737848.813,240.2,100.5439193,-96.19338433,-9.213920564,12.16474216,6.977576218,5.368843243,1.52603173,1036.990131,15.2603173,-0.03411602058,32.89598687,0.01415653062
69032700,-81.85648192,41.3988387,241,15.45133888,1747595432678,3.356566906,7.660171032,9.171970844,-0.08999186754,-0.2098482028,-0.6986085698,0.1648496441,0.1224730166,677952.9136,-4737847.547,240.2,99.67243369,-94.92687233,-8.714856367,12.66512003,6.511455282,5.260974191,1.537380847,1038.527512,15.37380847,-0.07753040732,35.23730846,0.02341321589
69032800,-81.8564918,41.39885042,241,15.60824443,1747595432774,4.764791965,8.766266823,8.923190117,-0.1027641222,-0.3213539422,-1.267859459,0.1952599186,0.1176078545,677952.1026,-4737846.222,240.2,98.86141962,-93.60179758,-8.110140699,13.25074748,6.114214762,5.132537035,1.553565869,1040.081077,15.53565869,-0.07258573944,38.07595501,0.02838646552
69032900,-81.85650077,41.39886282,241,15.79344443,1747595432864,3.194175243,7.182584286,8.705412865,0.06185368821,0.3459998965,0.4327646792,0.2200356316,0.1302476277,677951.3572,-4737844.849,240.2,98.11602067,-92.22890894,-7.453989447,13.72888634,5.985497417,5.098876796,1.562191662,1041.643269,15.62191662,-0.1715278131,39.52439222,0.0144843721
69033000,-81.8565091,41.3988756,241,15.90662221,1747595432979,2.488940716,8.163690567,8.674093246,-0.1416777968,-0.2013084888,0.1997276545,0.2543641369,0.1195911728,677950.6687,-4737843.433,240.2,97.4274789,-90.81339553,-6.885417702,14.15513416,5.985447426,4.906214999,1.574092754,1043.217362,15.74092754,-0.1656946637,41.03103695,0.0150664473
69033100,-81.85651672,41.39888872,241,15.94263332,1747595433098,2.254404068,8.637407303,8.335020065,-0.07022150606,-0.1625556648,-0.2309710532,0.2910337325,0.1218354685,677950.037,-4737841.975,240.2,96.79579431,-89.35525733,-6.316845963,14.58138198,6.02959233,4.599855972,1.589085408,1044.806447,15.89085408,-0.05177924346,42.79917087,0.01768133916
69033200,-81.85652319,41.39890235,241,16.11239999,1747595433202,2.341454387,8.772207737,8.566781998,-0.08686738834,-0.1379085034,-0.4512109533,0.3244003152,0.1295364998,677949.4673,-4737840.477,240.2,96.22611044,-87.85745955,-5.696838633,14.97797778,6.197941929,4.291346289,1.60247867,1046.408926,16.0247867,-0.08761328693,43.80635763,0.01007186764
69033300,-81.85652967,41.39891598,241,16.28216665,1747595433306,2.428504705,8.907008171,8.79854393,-0.1035132706,-0.113261342,-0.6714508533,0.3577668978,0.1372375311,677948.9644,-4737838.942,240.2,95.72315382,-86.32259675,-5.029566174,15.34862806,6.430409343,3.934908905,1.615168472,1048.024094,16.15168472,-0.130481934,44.42561435,0.006192567167
69033400,-81.85653492,41.39893017,241,16.47765554,1747595433373,2.162423134,7.753020287,8.684687614,-0.08443710953,0.07868951559,-0.107388474,0.3689489037,0.1397057663,677948.5331,-4737837.36,240.2,95.291929,-84.73992006,-4.312248279,15.82676691,6.534427534,3.133291351,1.640372019,1049.664466,16.40372019,-0.07393535219,47.21663593,0.02791021581
69033500,-81.85653925,41.39894462,241,16.48279999,1747595433499,3.082350731,7.901798248,8.842057228,-0.02471682243,-0.07867220789,-0.5265066028,0.3878080706,0.138650946,677948.1546,-4737835.741,240.2,94.91339089,-83.12091964,-3.785381065,16.19000419,6.757487913,2.844919622,1.662664565,1051.327131,16.62664565,0.1438456618,47.89298306,0.006763471351
69033600,-81.85654257,41.39895988,240.9,16.64742221,1747595433584,2.637496948,7.627901554,8.911643028,0.02513939235,0.05106600001,-0.6728703976,0.400407048,0.144344188,677947.8574,-4737834.088,240.1,94.61617661,-81.46856069,-2.972142752,16.52358945,7.01926711,2.581102392,1.678876531,1053.006007,16.78876531,0.141343104,47.95638856,0.0006340549449
69033700,-81.85654588,41.39897515,240.8,16.81204443,1747595433668,2.192643166,7.35400486,8.981228828,0.07499560714,0.1808042079,-0.8192341924,0.4130060254,0.1500374299,677947.635,-4737832.412,240,94.39375246,-79.79248013,-2.224241537,16.76080562,7.211979569,2.353526287,1.690774543,1054.696782,16.90774543,0.09570099947,48.05545871,0.0009907015676
69033800,-81.85654748,41.39899028,240.8,16.9818111,1747595433778,2.393939972,6.875677586,8.224315643,-0.2148497105,-0.08536472917,0.3773291707,0.4192808698,0.1511326476,677947.4859,-4737830.717,240,94.24472828,-78.0967551,-1.490241829,16.95725027,7.302787014,2.171472642,1.702260724,1056.399043,17.02260724,0.04079614433,48.69822926,0.006427705422
69033900,-81.85654825,41.39900553,240.8,16.98695554,1747595433910,2.864770651,6.705201149,8.747387886,-0.01996174827,0.09548649192,-0.2692165077,0.4328610829,0.1485820775,677947.4067,-4737829.02,240,94.16548967,-76.39991813,-0.7923860475,16.96836978,7.427373443,2.377747597,1.698686106,1058.097729,16.98686106,-0.00009447987037,48.06496523,-0.006332640226
69034000,-81.85654818,41.39902087,240.8,17.12585554,1747595433993,2.84656167,7.435712337,8.894124031,-0.1090708748,-0.0737702772,-0.5224760175,0.4395619398,0.1515741181,677947.4167,-4737827.322,240,94.17549876,-74.70233985,0.1000908692,16.97578277,7.570642157,2.13958752,1.697607784,1059.795337,16.97607784,-0.1497777055,47.82564297,-0.002393222668
69034100,-81.85654732,41.39903618,240.8,17.00238887,1747595434105,2.913239241,9.788629532,10.27828503,-0.04425117373,-0.3096085191,-2.039717674,0.4618725985,0.153697141,677947.4873,-4737825.621,240,94.24611843,-73.00105507,0.706196687,17.01284783,7.5078286,1.740499319,1.70274985,1061.498086,17.0274985,0.02510962188,48.96127114,0.01135628172
69034200,-81.85654528,41.39905148,240.75,17.06926665,1747595434190,2.787078142,10.1804924,10.21950531,-0.0983357802,-0.1845661197,-1.176878825,0.4778483606,0.1549568345,677947.6286,-4737823.917,239.95,94.38735777,-71.29717573,1.412393376,17.03879332,7.411935904,1.247445987,1.709723173,1063.20781,17.09723173,0.0279650804,50.36658362,0.01405312485
69034300,-81.85654325,41.39906678,240.7,17.13614443,1747595434274,2.660917044,10.57235527,10.16072559,-0.1524203867,-0.05952372029,-0.3140399754,0.4938241227,0.1562165281,677947.8418,-4737822.209,239.9,94.60060692,-69.58921925,2.132491572,17.07956486,7.281591641,0.6480321509,1.721217756,1064.929027,17.21217756,0.076033127,52.06237314,0.01695789518
69034400,-81.85653978,41.39908215,240.7,17.54769998,1747595434383,-1.116848469,5.601900578,9.628634453,-0.07665893435,-0.2507121563,0.7128449082,0.5038482051,0.143645695,677948.1282,-4737820.445,239.9,94.88697802,-67.82566522,2.863710979,17.63554028,7.093296399,-0.2152594863,1.786653636,1066.715681,17.86653636,0.3188363785,57.13636238,0.05073989236
69034500,-81.8565354,41.39909767,240.7,17.7689111,1747595434493,8.294694901,6.791182518,8.478187561,-0.2784852684,0.05066856369,1.260896206,0.4905541715,0.1361322185,677948.482,-4737818.672,239.9,95.24077144,-66.05173298,3.537934194,17.73932234,6.726753716,-0.8193927766,1.808868529,1068.52455,18.08868529,0.3197741959,61.04447744,0.03908115066
69034600,-81.85653015,41.39911548,240.7,18.11873332,1747595434597,6.352360249,2.787318945,8.177451134,-0.3559381962,-0.2848702669,0.7006543279,0.4707095884,0.1471323659,677948.9032,-4737816.887,239.9,95.66198718,-64.26742254,4.21215741,17.84310444,6.049856088,-1.362912223,1.833353883,1070.357903,18.33353883,0.2148055167,68.40378125,0.07359303803
69034700,-81.85652408,41.39913125,240.7,18.15988887,1747595434681,7.317638159,3.290236712,9.202932835,-0.2345221303,-0.2197173461,0.3328547925,0.4702441625,0.172632809,677949.38,-4737815.108,239.9,96.13880896,-62.48867185,4.768217794,17.78750689,5.359456856,-1.946877237,1.841551797,1072.199455,18.41551797,0.2556290997,75.36585048,0.06962069238
69034800,-81.856518,41.39914702,240.7,18.20104443,1747595434764,8.282916069,3.793154478,10.22841454,-0.1131060645,-0.1545644253,-0.03494474292,0.4697787366,0.1981332522,677949.9058,-4737813.348,239.9,96.66456405,-60.72845368,5.257550931,17.60218176,4.447465112,-2.524662746,1.837059184,1074.036514,18.37059184,0.1695474105,85.46730302,0.1010145253
69034900,-81.8565112,41.39916213,240.7,17.6763111,1747595434876,5.228727341,-1.248905897,9.428925514,-0.1248967424,0.003842042759,0.7438772917,0.4390777442,0.2407794409,677950.4705,-4737811.672,239.9,97.22924337,-59.05200246,5.646793199,16.76451212,3.400234718,-2.87779226,1.768997287,1075.805512,17.68997287,0.0136617696,95.09788446,0.09630581436
69035000,-81.85650388,41.39917682,240.7,17.22874443,1747595435014,4.92411375,-4.195409298,9.114038467,-0.01507030614,0.09790502489,-0.04062652588,0.3810872759,0.2629362132,677951.0596,-4737810.053,239.9,97.81838935,-57.43318737,5.891459765,16.18815094,2.165059005,-3.532470415,1.722688391,1077.5282,17.22688391,-0.001860524153,114.9259356,0.198280511
69035100,-81.8564963,41.39919087,240.7,16.52395554,1747595435084,3.477205992,-5.232707024,10.0258913,0.06430089474,0.2446742207,0.1304319352,0.3516637813,0.2742645984,677951.6732,-4737808.492,239.9,98.43200198,-55.87200839,6.136126338,15.61178975,1.090993564,-4.122639227,1.6774386,1079.205639,16.774386,0.2504304556,139.723528,0.2479759249
69035200,-81.85648876,41.39920404,240.7,15.96835554,1747595435167,3.277319789,-6.028769016,9.704904079,0.01828312129,0.2617886886,0.347567223,0.3039353656,0.285249922,677952.291,-4737806.989,239.9,99.04978507,-54.36939216,6.177830865,15.02616231,-0.2000699442,-4.55287948,1.624657343,1080.830296,16.24657343,0.2782178835,213.3612986,0.7363777053
69035300,-81.85648122,41.39921722,240.7,15.41275554,1747595435250,3.077433586,-6.824831009,9.383916855,-0.02773465216,0.2789031565,0.5647025108,0.25620695,0.2962352456,677952.8918,-4737805.543,239.9,99.65060832,-52.92348542,6.00823245,14.45906739,-1.426983825,-4.868313916,1.565769737,1082.396066,15.65769737,0.2449418265,555.1373682,3.417760697
69035400,-81.85647417,41.3992297,240.7,14.74912221,1747595435351,0.598641932,-7.07199049,9.822590828,-0.00343566318,-0.06455113739,0.1369621605,0.2061547742,0.2890667962,677953.4529,-4737804.119,239.9,100.2116732,-51.49870575,5.610649273,14.24779674,-2.607962282,-5.074867524,1.531271032,1083.927337,15.31271032,0.5635881063,-514.3038916,-10.6944126
69035500,-81.85646787,41.39924183,240.7,14.23982221,1747595435467,3.057459593,-6.418108463,9.53758049,-0.0002532342914,0.06066753715,1.076620102,0.1488362102,0.2871775145,677953.9685,-4737802.728,239.9,100.7272802,-50.10784058,5.156069912,13.90865171,-3.700878154,-4.652394064,1.483359867,1085.410697,14.83359867,0.5937764574,-147.3415674,3.669623242
69035600,-81.85646267,41.39925493,240.7,13.59162221,1747595435574,1.148289204,-6.903988838,9.409176826,-0.005542175844,0.1388695687,0.03793157265,0.1050069511,0.2795631705,677954.4242,-4737801.38,239.9,101.1829717,-48.76052681,4.556914844,13.47313765,-4.713111642,-4.224855824,1.422290094,1086.832987,14.22290094,0.6312787295,-80.40981173,0.6693175566
69035700,-81.85645785,41.39926658,240.7,13.30353332,1747595435686,-0.231851548,-8.020214081,9.741625786,0.07743997872,0.1048014909,0.3262043297,0.05332313871,0.2681379416,677954.8154,-4737800.063,239.9,101.5741602,-47.44286507,3.911884804,13.17661742,-5.592378719,-3.61459751,1.374503872,1088.207491,13.74503872,0.4415053936,-53.77952489,0.2663028685
69035800,-81.8564539,41.3992778,240.7,12.77365554,1747595435793,-0.3139544725,-7.626361847,9.410902023,-0.003746065777,-0.03369051591,0.5520567894,0.014237819,0.2533290836,677955.1412,-4737798.769,239.9,101.9000116,-46.14966625,3.25851385,12.93198824,-6.359592986,-2.944506894,1.333620007,1089.541111,13.33620007,0.5625445264,-40.16783359,0.136116913
69035900,-81.85645072,41.39928895,240.8,12.63989999,1747595435888,-0.4932869375,-7.825926781,9.803170204,-0.03897938505,-0.05741373822,0.7963470221,-0.02396600387,0.2412515037,677955.3974,-4737797.526,240,102.1562164,-44.90576391,2.562048221,12.43902337,-6.991305034,-2.20887694,1.27001336,1090.811124,12.7001336,0.06023361014,-30.87508996,0.09292743623
69036000,-81.85644833,41.39929998,240.8,12.20262221,1747595436005,-0.8192905784,-8.273958206,9.772884369,0.009932001121,0.02105624788,0.8701794147,-0.06782019675,0.2203371656,677955.5904,-4737796.299,240,102.3491694,-43.67891149,1.929529534,12.26852423,-7.335420795,-1.972358698,1.241933053,1092.053057,12.41933053,0.2167083219,-27.18756114,0.03687528827
69036100,-81.85644731,41.39931087,240.8,12.03799999,1747595436089,-2.222587675,-8.099326611,10.00660706,0.03612361709,0.1062892815,0.825148344,-0.09372676854,0.2074385567,677955.7108,-4737795.083,240,102.4695564,-42.46354922,1.203870733,12.15362265,-7.588283758,-1.702446768,1.22131015,1093.274367,12.2131015,0.1751015086,-24.6794161,0.02508145037
69036200,-81.85644628,41.39932175,240.8,11.87337777,1747595436172,-3.625884771,-7.924695015,10.24032974,0.06231523305,0.1915223151,0.7801172733,-0.1196333403,0.1945399479,677955.755,-4737793.882,240,102.5137632,-41.26190102,0.4420680052,12.01648205,-7.719000664,-1.567908845,1.20246108,1094.476828,12.0246108,0.151233032,-23.04293743,0.01636478665
69036300,-81.85644668,41.39933245,240.8,11.96083332,1747595436280,-2.326187134,-6.817807198,9.040267944,0.1039845496,0.1506223083,1.285909414,-0.1483135196,0.1651081091,677955.7197,-4737792.693,240,102.4784534,-40.07322557,-0.3530983429,11.88675446,-7.717991796,-1.499667502,1.189199773,1095.666028,11.89199773,-0.06883559704,-22.21865223,0.008242852013
69036400,-81.85644807,41.39934298,240.8,11.6110111,1747595436390,-4.640916824,-7.519850731,9.975649834,0.03713992983,0.01868714578,0.3321386278,-0.1755216935,0.1260842104,677955.6037,-4737791.511,240,102.3625148,-38.89085118,-1.159385903,11.8237439,-7.697350848,-1.47034506,1.188045014,1096.854073,11.88045014,0.2694390354,-22.04599396,0.001726582702
69036500,-81.85645045,41.39935343,240.8,11.98655555,1747595436497,-4.199221134,-7.504114628,8.829474449,0.1223114803,0.1224691123,0.4716186225,-0.2050496367,0.1001441209,677955.4072,-4737790.335,240,102.1659475,-37.71477785,-1.965673455,11.76073336,-7.870058587,-1.359392305,1.192387191,1098.04646,11.92387191,-0.06268363597,-21.70663484,0.003393591242
